Sentiment,title,category,id,sourceurl,publishdate,imageurl,content
Negative,A Bruised Trump Faces Uncertain 2020 Prospects. His Team Fears a Primary Fight.,Politics,41772f23-0589-4126-8f41-a866e51aeba0,https://www.nytimes.com/2019/01/26/us/politics/trump-rnc-2020.html,20190126,https://static01.nyt.com/images/2019/01/27/us/politics/27trumpreelect1-print-sub/merlin_146273208_94a5a6d2-a005-4fde-aff3-1f9d55cda98a-articleLarge.jpg,"President Trump’s defeat in his border-wall standoff with Congress has clouded his already perilous path to a second term in 2020, undercutting Mr. Trump’s cherished image as a forceful leader and deft negotiator, and emboldening alike his Democratic challengers and Republican dissenters who hope to block his re-election."
Negative,"A School Board Says No to Big Oil, and Alarms Sound in Business-Friendly Louisiana",Business,83422000-9dc9-4ce5-b442-a93c00a6c04a,https://www.nytimes.com/2019/02/05/us/louisiana-itep-exxon-mobil.html,20190205,https://static01.nyt.com/images/2019/02/05/us/05louisiana-01/merlin_149139153_8d3e887b-508e-4f00-9c20-e48584c19d5d-articleLarge.jpg,"BATON ROUGE, La. — It was a squabble over $2.9 million in property-tax breaks — small change for Exxon Mobil, a company that measures its earnings by the billions."
Negative,A Super Bowl Mermaid Ad and a Sexist Audition,Business,4ae4ca83-837e-4ed7-8e53-79b4501b9244,https://www.nytimes.com/2019/02/08/business/media/bikini-audition-super-bowl-ad-seltzer.html,20190208,https://static01.nyt.com/images/2019/02/09/business/09SELTZERAD-print/09SELTZERAD-01-articleLarge.jpg,"In the first quarter of the Super Bowl on Sunday, in front of nearly 100 million viewers watching on CBS, Anheuser-Busch ran a commercial for its Bon & Viv hard seltzer brand. Two women, clad in cropped short-sleeved collared shirts, played the mythical mermaid founders of the brand and pitched the beverage to a group of talking sharks under the sea."
Negative,A Tiny Screw Shows Why iPhones Won’t Be ‘Assembled in U.S.A.’,Business,ea30f8cb-d2e1-4e09-a59d-01ce93bbdd31,https://www.nytimes.com/2019/01/28/technology/iphones-apple-china-made.html,20190128,https://static01.nyt.com/images/2019/02/02/business/02apple05/29apple05-articleLarge.jpg,"SAN FRANCISCO — Despite a trade war between the United States and China and past admonishments from President Trump “to start building their damn computers and things in this country,” Apple is unlikely to bring its manufacturing closer to home."
Negative,"‘A Woman, Just Not That Woman’: How Sexism Plays Out on the Trail",Politics,733d4419-c516-4a5d-b0e1-23bc150bca17,https://www.nytimes.com/2019/02/11/us/politics/sexism-double-standard-2020.html,20190211,https://static01.nyt.com/images/2019/02/10/us/11doublestandards-slide-YD2Z/11doublestandards-slide-YD2Z-articleLarge.jpg,"In the words of her detractors during the 2016 presidential race, Hillary Clinton was abrasive and shrill. She was aloof. She was unlikable."
Negative,‘Businesses Will Not Be Able to Hide’: Spy Satellites May Give Edge From Above,Business,fadc745b-b51f-40dd-bd05-3a44bd870713,https://www.nytimes.com/2019/01/24/technology/satellites-artificial-intelligence.html,20190124,https://static01.nyt.com/images/2019/01/25/business/25SATELLITEAI01/merlin_149341389_289f9043-7513-4595-b945-a1f8e628d82f-articleLarge.jpg,"SAN FRANCISCO — In October, the Chinese province of Guangdong — the manufacturing center on the southern coast that drives 12 percent of the country’s economy — stopped publishing a monthly report on the health of its local factories."
Negative,"‘He May Not Even Be a Free Person,’ Elizabeth Warren Says of Trump in 2020",Politics,813c7380-5d36-47e8-a2c8-d7a72dd040b8,https://www.nytimes.com/2019/02/10/us/politics/elizabeth-warren-trump-2020.html,20190210,https://static01.nyt.com/images/2019/02/11/us/politics/11WARREN/merlin_150492669_609f0d32-93c1-4ef0-b03b-0871a0168e12-articleLarge.jpg,"CEDAR RAPIDS, Iowa — Countless Democratic leaders have urged the party not to spend the 2020 campaign tangling with President Trump over tweets and taunts. But Senator Elizabeth Warren of Massachusetts made a novel argument on Sunday for ignoring the president: He could soon be in jail."
Negative,‘Not All Fun and Memes’: BuzzFeed News Employees Plan to Form a Union,Business,9205ec9b-7d18-4e1e-86f6-6687f6edc7c7,https://www.nytimes.com/2019/02/12/business/buzzfeed-news-union-layoffs.html,20190212,https://static01.nyt.com/images/2019/02/14/business/14BUZZFEED-01/merlin_148026411_0d577668-fdba-4062-914e-997e4b76bc47-articleLarge.jpg,"Last month, BuzzFeed laid off more than 220 employees, or 15 percent of its work force. On Tuesday, employees at the company’s news division responded with the announcement that they planned to form a union."
Negative,‘There’s a Real Tension.’ Democrats Puzzle Over Whether a Woman Will Beat Trump,Politics,f12be3a4-cb3f-42b5-8912-11fe2a35f26a,https://www.nytimes.com/2019/01/05/us/politics/women-candidates-president-2020.html,20190105,https://static01.nyt.com/images/2019/01/06/us/06femalecandidates-4-promo/merlin_148759683_78b43265-739d-46d7-85de-f0045bcb5806-articleLarge.jpg,Joyce Cusack would love to see a woman as president in her lifetime. But she is not sure it should happen in 2020.
Negative,"After Burst of Holiday Spending, a Plan for a ‘Frugal February’",Business,da296131-2994-4b2e-9103-9c46cabcce09,https://www.nytimes.com/2019/02/01/your-money/holiday-spending-frugal-february.html,20190201,https://static01.nyt.com/images/2019/02/02/business/02Adviser/merlin_150056955_58dff5ac-8a31-417f-8abb-7640fe97f7f6-articleLarge.jpg,"It’s bitterly cold, and holiday bills have drained your bank account. Time for “Frugal February,” when splurging on restaurant meals is out and saving money by dining on home-cooked fare is in."
Negative,Amazon Knows What You Buy. And It’s Building a Big Ad Business From It.,Business,86b3129c-6f11-482e-be6d-f41afd1508ff,https://www.nytimes.com/2019/01/20/technology/amazon-ads-advertising.html,20190120,https://static01.nyt.com/images/2019/01/21/business/21AmazonAds-illo/merlin_149234646_53e3309e-93f1-46a1-a429-fd7470e9476a-articleLarge.jpg,"SEATTLE — When a chain of physical therapy centers wanted new patients, it aimed online ads at people near its offices who had bought knee braces recently on Amazon."
Negative,Amazon Users in India Will Get Less Choice and Pay More Under New Selling Rules,Business,8bd257f2-84be-42e0-8ba1-13df17fb05aa,https://www.nytimes.com/2019/01/30/technology/amazon-walmart-flipkart-india.html,20190130,https://static01.nyt.com/images/2019/01/31/business/31AMAZONINDIA01/merlin_148276161_3bd4290f-9151-4b05-8369-0321c27d2eac-articleLarge.jpg,"NEW DELHI — On Friday, Indian consumers will wake up to an emptier, more expensive version of Amazon’s shopping service."
Negative,"Amazon’s Sales Growth Slows, Even as Cloud Business Stays Hot",Business,3aefd076-f3aa-4acb-a380-37b71302fc8d,https://www.nytimes.com/2019/01/31/technology/amazon-earnings-sales-cloud.html,20190201,https://static01.nyt.com/images/2019/02/01/business/01amazon/merlin_145496019_761e6956-3704-48f9-acab-fdc47e679d56-articleLarge.jpg,"SEATTLE — Amazon held off stiffer competition for online shoppers during the holiday season, once again increasing its sales. But the company said on Thursday that growth slowed from its usual breakneck pace — and it came at a cost, with the company spending far more on shipping to win customers."
Negative,Apple Cuts Revenue Forecast Because of Slow iPhone Sales in China,Business,51db824c-121f-472f-8881-a0bb0e2188da,https://www.nytimes.com/2019/01/02/technology/apple-revenue-decline-china.html,20190102,https://static01.nyt.com/images/2019/01/03/business/03APPLE-promo2/03APPLE-promo2-articleLarge-v2.jpg,"SAN FRANCISCO — Apple reduced its revenue expectations for the first time in 16 years on Wednesday because of poor iPhone sales in China, an unexpected development that underscored the slowing of China’s economy and raised fears of further turmoil in global markets."
Negative,"Apple Says Profits Were Flat, Citing Slump in China",Business,d468995c-33fe-408c-ae0b-530df7a81db7,https://www.nytimes.com/2019/01/29/technology/apple-earnings-china.html,20190129,https://static01.nyt.com/images/2019/01/30/business/30apple01/merlin_148866291_261a037b-9e29-4a65-893a-0634e9ccf224-articleLarge.jpg,"Apple said on Tuesday that profits were flat and revenues were down in its most recent quarter, indicating a difficult road ahead for a company that five months ago became the first American firm to be valued above $1 trillion."
Negative,"Apple Takes a Hit in China, and Workers There Feel the Pain",Business,b1f3fd06-eb5f-4db5-8451-57affe2f0a03,https://www.nytimes.com/2019/02/01/business/apple-china-iphone-jobs.html,20190201,https://static01.nyt.com/images/2019/01/31/business/31applechina-1/merlin_149886720_c29d4f41-0369-4e78-80b2-3ca870948c8d-articleLarge.jpg,"HUOJIANCUN, China — The line to quit stretched the length of a football field."
Negative,Apple Was Slow to Act on FaceTime Bug That Allows Spying on iPhones,Business,8a91e7cf-cc91-4ac8-a7da-c6ff1b5da232,https://www.nytimes.com/2019/01/29/technology/facetime-glitch-apple.html,20190130,https://static01.nyt.com/images/2019/01/30/business/30FACEPALM03/merlin_149937243_cef3a2dd-c60d-4bc5-ae43-e5b1857b39d4-articleLarge.jpg,"SAN FRANCISCO — On Jan. 19, Grant Thompson, a 14-year-old in Arizona, made an unexpected discovery: Using FaceTime, Apple’s video chatting software, he could eavesdrop on his friend’s phone before his friend had even answered the call."
Negative,"As Beto O’Rourke Weighs 2020 Run, Democrats Chafe at His Go-It-Alone Style",Politics,35fddf20-7219-4a9a-b9d7-6d9b51cad516,https://www.nytimes.com/2019/01/19/us/politics/beto-orourke-democrats-president.html,20190119,https://static01.nyt.com/images/2019/03/15/us/politics/15beto1-print/merlin_146335875_4c558890-43b2-46e4-a258-36535cd8ca84-articleLarge.jpg,"For a moment in August, an event hall in Texas teemed with hope, taquitos and unity."
Negative,"As Big Retailers Seek to Cut Their Tax Bills, Towns Bear the Brunt",Business,4877eb49-0dcf-44b5-b86f-79e300a67fac,https://www.nytimes.com/2019/01/06/business/economy/retailers-property-tax-dark-stores.html,20190106,https://static01.nyt.com/images/2019/01/06/business/06dark-1-print/merlin_148445169_1f1a2d2d-cba4-48df-b4e1-daa0da7fdaf1-articleLarge.jpg,"WAUWATOSA, Wis. — With astonishing range and rapidity, big-box retailers and corporate giants are using an aggressive legal tactic to shrink their property tax bills, a strategy that is costing local governments and school districts around the country hundreds of millions of dollars in lost revenue."
Negative,"As Fires Ravaged California, Utilities Lobbied Lawmakers for Protection",Business,eddd0743-6c99-495c-bb17-54397d459f25,https://www.nytimes.com/2019/01/05/business/energy-environment/california-wildfire-electric.html,20190105,https://static01.nyt.com/images/2019/01/03/business/03utility01/merlin_146602416_06448eed-a695-4ce4-80fc-f9ed0ebb0e42-articleLarge.jpg,"LOS ANGELES — As California’s deadliest wildfire was consuming the town of Paradise in November, some of the state’s top power company officials and a dozen legislators were at an annual retreat at the Fairmont Kea Lani resort on Maui. In the course of four days, they discussed wildfires — and how much responsibility the utilities deserve for the devastation, if any."
Negative,"As Pelvic Mesh Settlements Near $8 Billion, Women Question Lawyers’ Fees",Business,435e7cb8-5439-461c-ae13-0170a943e1e0,https://www.nytimes.com/2019/02/01/business/pelvic-mesh-settlements-lawyers.html,20190201,https://static01.nyt.com/images/2019/02/02/business/02JPMESH-print/24MESH-01-articleLarge.jpg,"When Sherise Grant filed a claim against the manufacturer of her pelvic mesh implant, she hoped to use the money from a settlement to pay for its removal."
Negative,"Behind Tech’s Shine, Some Warnings Signs Appear",Business,6e86ec3b-e476-4809-a3aa-0ceb3597baa6,https://www.nytimes.com/2019/02/03/technology/tech-warning-signs.html,20190203,https://static01.nyt.com/images/2019/02/04/business/04Techwarnings-illo/merlin_150069981_262b138e-da89-425b-ab25-c9442eaab0ca-articleLarge.jpg,SAN FRANCISCO — Don’t look now: Storm clouds are gathering over tech.
Negative,Bernie Sanders Apologizes Again to Women Who Were Mistreated in 2016 Campaign,Politics,c349cb66-2eed-4902-800e-7e0623a3af28,https://www.nytimes.com/2019/01/10/us/politics/sanders-sexism-apology.html,20190110,,"For a second time in eight days, Senator Bernie Sanders apologized to women on his 2016 presidential campaign, as he seeks to put behind him a series of damaging reports about the mistreatment of female staff members that threatens to undercut another likely White House bid."
Negative,Big Tech Is No Longer Carrying the Stock Market,Business,f6cc258a-55c0-4608-a0d3-0374c03fc46b,https://www.nytimes.com/2019/02/03/business/dealbook/stock-market-technology.html,20190203,https://static01.nyt.com/images/2019/02/02/business/dealbook/02db-techstocks1/02db-techstocks1-articleLarge.png,"One by one, the concerns that have hung over the stock market have faded. "
Negative,"Big Tech May Look Troubled, but It’s Just Getting Started",Business,6f71e4fb-6bc9-4396-b469-24d5be4d1bc3,https://www.nytimes.com/2019/01/01/technology/big-tech-troubled-just-getting-started.html,20190101,https://static01.nyt.com/images/2018/12/27/business/00bigtech01/merlin_148372275_bad88144-35fb-49f7-9828-0c6c5e0d8810-articleLarge.jpg,"SAN JOSE, Calif. — Silicon Valley ended 2018 somewhere it had never been: embattled."
Negative,Businesses Are Taking Action After Brexit Warnings Go Unheeded,Business,df6f5be1-7327-40f5-bfc4-b774d2f354be,https://www.nytimes.com/2019/01/25/business/brexit-no-deal-airbus-uk.html,20190125,https://static01.nyt.com/images/2019/01/26/business/26bizbrexit-print/26bizbrexit-articleLarge.jpg,"Businesses have been sounding the alarm over Britain’s impending departure from the European Union ever since its approval in a 2016 referendum. But this week, with lawmakers unable to agree on any sort of orderly plan as the March deadline for a deal nears, their warnings rang louder — and some decided to act."
Negative,BuzzFeed News Faces Scrutiny After Mueller Denies a Dramatic Trump Report,Business,7fa632d3-0d96-4ec1-b2f8-65474625ece7,https://www.nytimes.com/2019/01/19/business/media/buzzfeed-news-trump-michael-cohen-mueller.html,20190120,https://static01.nyt.com/images/2019/01/20/business/20BUZZFEED/20BUZZFEED-articleLarge.jpg,"In an age of unyielding appetite for all things Trump, big news travels fast."
Negative,BuzzFeed News in Limbo Land,Business,fdb798a0-6a00-423c-b0b5-2ca92bb557cd,https://www.nytimes.com/2019/01/20/business/media/buzzfeed-trump-mueller-backlash.html,20190120,https://static01.nyt.com/images/2019/01/21/business/21jpRutenberg2-print/merlin_148026393_dd201819-bb5e-47b0-a239-f129f658f03f-articleLarge.jpg,"This is, in many respects, a golden age for journalism."
Negative,BuzzFeed Plans Layoffs as It Aims to Turn Profit,Business,3a47b4db-a1f8-4bec-8d79-fb5434f0563e,https://www.nytimes.com/2019/01/23/business/media/buzzfeed-layoffs.html,20190123,https://static01.nyt.com/images/2019/01/24/business/24BUZZFEED-01/merlin_148026444_5220b66c-fad3-4db5-8b99-6a22638b470a-articleLarge.jpg,"BuzzFeed, often hailed as the future of publishing and a leading producer of digital content, plans to lay off 15 percent of its work force, or around 200 employees, according to a memo sent to the staff on Wednesday night."
Negative,BuzzFeed’s First Round of Layoffs Puts an End to Its National News Desk,Business,e01a77d6-075b-43b7-9841-e49c58234ca3,https://www.nytimes.com/2019/01/25/business/media/buzzfeed-layoffs.html,20190125,https://static01.nyt.com/images/2019/01/26/business/26BUZZFEED-promo/merlin_148026468_cba20807-dee2-4cdf-ac38-de8cad3d51a4-articleLarge.jpg,"“This is going to be a tough week,” Ben Smith, the editor in chief of BuzzFeed News, wrote in an email to his staff on Wednesday. On Friday, the newsroom learned just how tough, when the company laid off 43 of the roughly 250 journalists who worked in that division, according to a BuzzFeed spokesman."
Negative,Carlos Ghosn Faces New Charges in Japan as Pressure Mounts,Business,cc3c258c-2be0-40dd-a074-549802bb7cc9,https://www.nytimes.com/2019/01/11/business/carlos-ghosn-nissan-charges.html,20190111,https://static01.nyt.com/images/2019/01/12/world/12ghosn-print/merlin_148851318_4eb4f3b9-95fe-4d62-88bf-292978aa2542-articleLarge.jpg,"TOKYO — Japanese prosecutors brought fresh charges of financial wrongdoing on Friday against Carlos Ghosn, the embattled global auto chief who sits in a Tokyo jail."
Negative,"Carlos Ghosn May Have Spent Company Funds on Wedding Party, Renault Says",Business,1cab6310-2329-4ac3-8104-255627617ca0,https://www.nytimes.com/2019/02/07/business/carlos-ghosn-versailles-renault.html,20190207,https://static01.nyt.com/images/2019/02/08/business/08JPGHOSH-print/merlin_150325593_e808ae1a-a503-467a-849b-313d073afc42-articleLarge.jpg,"PARIS — The French carmaker Renault on Thursday suggested publicly for the first time that Carlos Ghosn, its embattled former chairman and chief executive, may have misused company money to finance a lavish Marie Antoinette-themed party at Versailles to celebrate his second marriage and his new wife’s 50th birthday."
